,OrderDate
4069,2014-05-05 07:38:18
4070,2013-01-07 05:21:55
4071,2016-01-06 02:05:20
4072,2012-09-27 10:02:53
4073,2014-05-06 03:04:13
4074,2014-03-27 12:06:37
4075,2012-10-26 05:37:31
4076,2013-10-28 14:23:31
4077,2014-09-07 22:25:26
4078,2014-02-27 02:41:30
4079,2014-09-06 23:42:34
4080,2013-01-29 05:16:40
4081,2014-05-26 14:11:31
4082,2013-11-03 15:44:52
4083,2014-12-24 02:58:40
4084,2013-12-15 01:23:45
4085,2013-01-19 14:30:53
4086,2014-04-30 16:23:27
4087,2014-04-28 17:00:21
4088,2015-07-06 21:41:19
4089,2014-11-09 12:45:50
4090,2015-04-13 14:59:52
4091,2015-08-02 03:26:20
4092,2013-12-15 22:19:17
4093,2014-10-14 14:18:42
4094,2012-10-13 09:03:40
4095,2013-12-30 03:35:35
4096,2014-12-07 03:45:52
4097,2013-11-24 02:34:04
4098,2013-08-28 02:47:00
4099,2015-11-24 17:30:02
4100,2012-11-05 01:50:12
4101,2015-06-18 21:30:16
4102,2014-01-12 12:23:21
4103,2013-07-12 13:16:39
4104,2014-06-25 08:57:32
4105,2014-09-18 09:08:03
4106,2013-09-26 12:24:24
4107,2013-08-20 06:07:34
4108,2013-02-12 15:35:23
4109,2014-10-23 06:49:34
4110,2014-02-15 14:34:32
4111,2013-10-01 01:21:15
4112,2015-09-20 20:14:30
4113,2013-05-11 22:59:32
4114,2013-04-03 21:10:12
4115,2014-02-08 22:47:47
4116,2012-09-15 10:27:42
4117,2015-05-03 21:43:06
4118,2015-10-01 19:49:58
4119,2013-02-21 20:17:32
4120,2012-08-02 23:43:14
4121,2015-03-08 15:43:16
4122,2014-04-20 21:35:42
4123,2014-10-10 11:30:20
4124,2015-04-13 11:03:23
4125,2013-11-06 08:34:42
4126,2012-12-18 04:50:22
4127,2015-02-24 06:23:10
4128,2014-07-06 21:22:32
4129,2015-08-07 00:16:29
4130,2014-06-01 12:51:01
4131,2012-10-06 05:04:03
4132,2015-04-11 05:00:48
4133,2013-11-05 10:58:27
4134,2013-07-12 02:06:35
4135,2015-09-12 13:38:14
4136,2012-10-18 11:46:29
4137,2013-06-18 06:45:47
4138,2014-04-14 03:02:00
4139,2014-12-30 12:44:16
4140,2014-03-23 09:45:12
4141,2013-03-23 18:29:14
4142,2014-01-31 14:05:08
4143,2012-11-19 00:18:00
4144,2015-11-22 04:32:53
4145,2015-11-13 15:16:33
4146,2015-05-15 18:38:53
4147,2015-05-24 20:01:54
4148,2014-10-19 04:28:37
4149,2014-12-20 22:30:45
4150,2014-10-01 13:49:52
4151,2013-01-05 17:36:24
4152,2015-08-01 21:18:33
4153,2014-05-14 03:05:37
4154,2014-06-26 18:10:39
4155,2012-12-05 04:29:00
4156,2014-07-23 20:03:09
4157,2015-06-14 12:23:49
4158,2015-10-27 03:41:36
4159,2015-03-28 01:53:06
4160,2013-02-17 16:52:20
4161,2013-12-18 01:10:26
4162,2014-02-25 06:41:17
4163,2014-09-11 11:59:14
4164,2013-11-22 01:14:20
4165,2015-07-09 16:36:40
4166,2013-12-08 07:28:17
4167,2014-03-23 01:40:50
4168,2014-01-11 10:47:41
4169,2014-11-15 10:47:54
4170,2014-07-31 01:58:08
4171,2015-06-21 14:56:43
4172,2013-06-05 03:04:30
4173,2014-09-19 07:41:30
4174,2015-03-01 14:34:49
4175,2015-11-18 07:12:40
4176,2014-04-22 04:01:19
4177,2015-03-09 08:38:53
4178,2014-03-15 11:27:54
4179,2014-01-09 14:57:49
4180,2015-07-25 12:53:04
4181,2015-07-02 18:42:11
4182,2015-09-03 06:17:55
4183,2016-01-23 21:19:23
4184,2014-12-06 12:00:49
4185,2014-09-08 12:50:28
4186,2013-07-01 06:39:22
4187,2015-05-04 07:10:55
4188,2013-08-16 14:48:48
4189,2015-12-24 08:29:17
4190,2014-09-17 23:58:37
4191,2013-07-26 00:51:44
4192,2015-08-24 21:38:01
4193,2015-07-06 03:47:48
4194,2012-11-27 09:47:31
4195,2013-04-14 18:53:42
4196,2013-10-31 12:01:23
4197,2012-11-24 08:14:19
4198,2015-01-22 20:13:59
4199,2013-07-10 13:17:32
4200,2014-05-25 09:22:38
4201,2016-01-15 01:27:35
4202,2013-04-11 17:55:11
4203,2015-06-12 01:42:39
4204,2013-04-13 22:39:11
4205,2013-12-12 11:06:57
4206,2014-05-23 09:47:34
4207,2015-09-01 23:06:15
4208,2015-01-03 00:47:26
4209,2014-05-06 20:50:24
4210,2013-09-19 14:02:39
4211,2015-07-04 02:42:45
4212,2016-01-28 20:10:24
4213,2012-11-16 16:31:34
4214,2015-08-13 03:56:51
4215,2015-08-30 04:34:44
4216,2012-10-31 22:45:39
4217,2015-08-14 12:46:33
4218,2015-08-13 12:28:52
4219,2014-10-14 15:05:52
4220,2014-06-11 21:10:48
4221,2013-03-18 09:23:05
4222,2012-10-23 12:07:15
4223,2015-08-30 00:34:55
4224,2015-02-10 13:45:56
4225,2015-05-17 07:07:17
4226,2013-11-02 12:24:50
4227,2015-10-17 12:56:04
4228,2013-09-16 13:32:20
4229,2016-01-30 01:34:41
4230,2015-05-27 17:01:37
4231,2014-07-21 14:20:15
4232,2015-07-06 09:09:42
4233,2015-01-24 02:04:24
4234,2016-01-18 22:33:23
4235,2015-06-01 19:35:30
4236,2015-12-15 14:53:26
4237,2016-02-12 12:56:09
4238,2013-11-09 22:53:46
4239,2015-05-06 23:45:28
4240,2014-10-17 01:44:36
4241,2015-09-14 12:23:16
4242,2014-06-21 02:04:34
4243,2014-10-06 12:53:30
4244,2013-02-17 11:32:59
4245,2012-08-21 09:58:32
4246,2014-04-25 01:09:20
4247,2014-03-19 22:41:53
4248,2016-02-17 09:17:56
4249,2015-03-26 21:04:46
4250,2013-12-03 15:57:59
4251,2014-01-10 22:35:54
4252,2012-10-14 15:31:51
4253,2015-06-23 13:38:24
4254,2014-09-17 04:49:01
4255,2014-10-01 18:43:07
4256,2013-11-11 02:15:47
4257,2015-04-12 09:39:14
4258,2014-06-03 20:10:44
4259,2015-08-24 17:12:22
4260,2014-01-21 18:04:10
4261,2014-07-02 00:25:05
4262,2013-03-18 02:18:10
4263,2012-10-09 22:08:43
4264,2013-09-10 10:23:07
4265,2014-08-05 21:52:10
4266,2012-11-06 22:36:32
4267,2014-08-26 21:46:57
4268,2014-01-16 11:02:25
4269,2014-09-18 14:24:47
4270,2014-05-07 21:29:02
4271,2013-03-21 17:19:08
4272,2013-01-12 00:19:40
4273,2012-11-17 17:14:58
4274,2014-05-23 13:48:15
4275,2014-05-28 12:16:57
4276,2012-12-28 03:00:20
4277,2013-03-08 20:20:40
4278,2015-10-17 02:12:25
4279,2015-07-02 11:39:37
4280,2015-04-18 04:27:17
4281,2015-02-20 16:43:00
4282,2014-05-28 21:05:30
4283,2014-10-09 17:42:19
4284,2014-09-25 10:31:22
4285,2012-09-27 01:06:56
4286,2012-07-17 02:05:23
4287,2015-08-16 23:16:25
4288,2012-10-02 21:08:38
4289,2014-03-30 03:19:56
4290,2013-09-09 01:45:50
4291,2015-09-08 16:37:18
4292,2014-10-17 14:13:48
4293,2014-07-23 06:29:08
4294,2013-01-03 00:01:19
4295,2013-05-08 19:23:23
4296,2013-08-16 00:05:55
4297,2014-04-02 18:07:53
4298,2015-12-27 09:11:26
4299,2015-04-30 09:49:02
4300,2015-01-05 06:28:53
4301,2013-03-04 07:53:50
4302,2016-01-08 11:32:53
4303,2014-09-20 09:48:34
4304,2015-12-02 09:18:06
4305,2015-04-22 13:40:45
4306,2012-08-14 14:37:38
4307,2012-07-13 02:46:28
4308,2013-06-15 09:51:14
4309,2013-12-07 11:38:07
4310,2014-02-15 13:07:08
4311,2013-09-28 11:16:16
4312,2015-08-24 20:10:38
4313,2014-09-17 07:14:33
4314,2012-08-06 13:52:37
4315,2015-08-06 06:04:07
4316,2014-10-20 06:31:04
4317,2014-09-02 20:30:10
4318,2012-07-25 20:57:12
4319,2013-09-06 00:05:23
4320,2015-07-17 15:32:36
4321,2014-12-05 00:24:40
4322,2015-02-10 02:33:03
4323,2015-11-12 02:29:38
4324,2014-09-15 04:01:41
4325,2015-03-10 17:59:26
4326,2015-03-27 05:52:30
4327,2015-09-19 01:49:21
4328,2013-09-27 01:01:27
4329,2015-07-29 01:40:00
4330,2015-08-21 18:42:41
4331,2013-06-24 10:22:36
4332,2015-06-08 17:08:56
4333,2015-02-22 13:16:25
4334,2015-10-12 23:16:22
4335,2015-01-15 17:19:06
4336,2014-10-23 17:51:21
4337,2014-02-15 08:21:03
4338,2014-08-16 23:18:47
4339,2015-02-03 21:01:20
4340,2015-03-09 00:35:07
4341,2014-09-03 06:49:45
4342,2012-12-25 16:56:32
4343,2015-09-18 09:51:45
4344,2013-09-14 18:27:14
4345,2015-03-02 18:29:21
4346,2012-12-24 20:12:44
4347,2014-10-12 23:07:27
4348,2014-08-02 07:18:36
4349,2015-10-16 14:45:55
4350,2015-05-29 19:36:07
4351,2015-10-21 15:45:09
4352,2013-01-07 02:29:58
4353,2015-12-03 15:09:11
4354,2014-10-24 11:23:25
4355,2014-08-16 12:54:30
4356,2013-08-02 11:57:14
4357,2013-06-27 00:29:41
4358,2016-01-04 19:15:53
4359,2014-11-08 08:27:42
4360,2013-09-27 13:17:24
4361,2012-09-23 09:13:05
4362,2015-03-08 13:21:12
4363,2013-05-17 13:06:04
4364,2015-09-04 09:37:37
4365,2015-01-07 02:11:39
4366,2013-04-25 16:59:22
4367,2015-04-16 20:20:32
4368,2014-10-04 14:22:02
4369,2014-06-24 03:38:57
4370,2013-08-16 05:03:27
4371,2012-09-15 00:35:04
4372,2015-09-05 17:05:05
4373,2015-11-30 14:28:08
4374,2014-09-04 23:16:03
4375,2015-09-01 16:35:51
4376,2014-06-16 23:51:07
4377,2012-12-12 08:14:41
4378,2012-12-12 23:46:47
4379,2013-06-04 13:19:03
4380,2014-02-05 22:13:32
4381,2015-02-04 19:36:06
4382,2013-08-20 13:08:01
4383,2012-11-14 08:41:18
4384,2012-12-03 02:27:17
4385,2013-11-08 01:57:05
4386,2015-08-17 13:39:28
4387,2014-03-19 11:02:25
4388,2012-08-21 10:25:50
4389,2014-03-11 07:33:55
4390,2015-08-26 20:23:54
4391,2013-09-14 15:06:58
4392,2014-10-06 01:19:16
4393,2015-05-23 10:02:12
4394,2014-07-02 00:41:13
4395,2015-06-17 21:32:54
4396,2015-03-06 14:11:20
4397,2013-08-06 12:42:30
4398,2014-07-11 10:24:56
4399,2014-02-23 17:33:08
4400,2014-06-06 07:21:42
4401,2015-06-04 18:13:15
4402,2014-03-17 08:41:18
4403,2014-08-17 21:29:24
4404,2014-11-05 15:51:37
4405,2015-08-03 16:54:10
4406,2013-11-23 21:25:33
4407,2015-04-26 11:58:40
4408,2013-02-10 23:26:41
4409,2012-08-25 00:20:47
4410,2014-06-28 05:24:35
4411,2014-05-06 21:09:40
4412,2015-09-18 01:44:09
4413,2013-07-07 12:39:01
4414,2014-08-23 19:29:22
4415,2012-09-30 05:11:51
4416,2013-05-27 16:14:41
4417,2014-05-12 18:06:49
4418,2014-10-23 02:19:51
4419,2013-01-12 21:11:36
4420,2015-01-05 06:47:10
4421,2015-06-12 18:39:06
4422,2015-04-20 20:26:25
4423,2014-10-19 02:20:27
4424,2015-01-07 10:03:04
4425,2012-08-27 17:01:56
4426,2015-03-03 05:37:48
4427,2012-08-13 14:42:36
4428,2014-08-06 22:20:52
4429,2012-11-01 20:43:00
4430,2013-09-16 11:24:58
4431,2012-10-28 22:37:02
4432,2015-08-14 03:50:12
4433,2014-01-10 20:22:07
4434,2013-10-30 06:48:56
4435,2014-07-10 09:46:50
4436,2014-09-07 15:40:41
4437,2013-10-18 10:37:26
4438,2013-02-25 06:40:36
4439,2014-07-06 20:01:34
4440,2015-05-26 11:01:13
4441,2015-03-08 03:05:48
4442,2013-12-03 11:48:19
4443,2014-03-09 05:10:03
4444,2014-09-03 12:12:11
4445,2012-11-22 01:16:03
4446,2015-05-04 22:05:05
4447,2013-06-11 14:08:02
4448,2015-01-05 02:49:38
4449,2013-11-13 16:29:52
4450,2013-04-04 17:51:53
4451,2014-10-13 09:55:44
4452,2014-05-26 00:38:40
4453,2012-12-02 13:27:27
4454,2013-11-08 20:36:15
4455,2012-10-28 11:12:02
4456,2013-05-17 08:59:53
4457,2015-12-01 00:34:36
4458,2014-09-08 04:31:04
4459,2014-12-08 08:31:58
4460,2013-03-25 22:20:25
4461,2016-01-13 17:26:25
4462,2015-01-26 05:34:26
4463,2013-02-05 12:15:45
4464,2015-06-19 15:15:18
4465,2016-01-29 11:16:37
4466,2014-10-17 23:17:35
4467,2015-12-07 15:24:01
4468,2014-06-23 06:28:59
4469,2014-10-10 04:32:45
4470,2013-03-21 18:43:46
4471,2013-08-12 13:09:17
4472,2012-07-20 00:49:53
4473,2015-11-29 07:08:50
4474,2014-06-04 23:03:57
4475,2012-10-13 17:53:11
4476,2014-01-24 11:35:47
4477,2014-10-22 13:51:51
4478,2013-04-08 17:43:43
4479,2012-08-02 12:29:59
4480,2015-05-11 15:41:22
4481,2015-10-04 01:16:30
4482,2015-09-23 22:56:49
4483,2015-02-21 09:27:38
4484,2013-06-27 15:02:23
4485,2013-02-22 19:26:33
4486,2014-06-21 22:35:03
4487,2016-02-08 22:11:45
4488,2013-08-12 08:46:26
4489,2014-08-21 19:10:37
4490,2013-12-17 10:26:03
4491,2013-12-09 17:47:13
4492,2012-09-02 04:06:31
4493,2013-04-02 14:12:34
4494,2016-02-01 03:05:47
4495,2015-11-05 01:15:43
4496,2013-08-11 10:02:12
4497,2013-04-03 03:06:04
4498,2013-04-20 17:52:02
4499,2014-07-13 02:04:31
4500,2013-07-10 07:33:46
4501,2014-01-08 20:52:22
4502,2012-09-22 13:42:26
4503,2013-06-08 10:31:25
4504,2013-05-08 18:20:43
4505,2014-02-04 08:11:34
4506,2013-01-27 05:16:28
4507,2015-11-07 13:17:01
4508,2013-04-18 01:03:58
4509,2014-03-13 07:35:09
4510,2015-07-06 07:18:32
4511,2015-03-15 22:18:14
4512,2013-07-10 19:16:11
4513,2012-07-12 13:13:41
4514,2012-10-13 21:32:45
4515,2013-09-29 18:58:56
4516,2013-10-08 22:20:46
4517,2015-10-16 23:58:16
4518,2013-06-11 11:38:18
4519,2014-01-15 07:04:40
4520,2015-02-25 22:08:18
4521,2014-06-26 16:02:47
4522,2014-02-12 14:30:02
4523,2015-05-15 11:08:01
4524,2015-07-16 10:27:56
4525,2015-10-20 10:24:08
4526,2014-07-02 19:19:23
4527,2013-10-21 21:59:26
4528,2012-10-24 05:50:01
4529,2012-07-16 19:11:07
4530,2012-09-15 20:52:22
4531,2012-12-06 01:53:59
4532,2015-04-27 05:20:30
4533,2012-07-11 04:15:20
4534,2013-06-03 05:21:51
4535,2014-10-07 22:18:27
4536,2012-07-15 09:17:40
4537,2013-08-06 13:35:59
4538,2014-02-24 20:02:30
4539,2014-03-06 05:45:31
4540,2014-07-12 03:52:27
4541,2013-04-06 04:23:52
4542,2015-12-17 01:13:08
4543,2015-05-05 10:26:51
4544,2014-07-23 14:14:56
4545,2014-07-06 05:30:47
4546,2013-02-09 13:09:45
4547,2014-08-12 20:11:22
4548,2013-01-24 15:37:19
4549,2014-11-16 22:38:24
4550,2013-06-14 02:13:23
4551,2014-11-23 18:20:39
4552,2015-03-07 18:30:18
4553,2013-12-16 04:46:15
4554,2012-11-04 19:48:15
4555,2013-03-26 03:38:34
4556,2015-12-05 14:12:11
4557,2013-11-06 08:38:50
4558,2012-08-15 15:54:57
4559,2015-08-23 23:24:28
4560,2015-04-26 04:58:33
4561,2013-07-16 18:15:45
4562,2013-01-28 14:19:39
4563,2015-09-05 10:06:13
4564,2013-02-04 15:23:51
4565,2012-10-19 06:52:46
4566,2014-11-25 00:23:02
4567,2015-08-27 04:25:41
4568,2012-09-06 00:06:18
4569,2014-05-17 14:15:47
4570,2014-10-25 05:05:11
4571,2015-08-01 12:30:46
4572,2013-06-03 22:20:08
4573,2014-10-30 04:32:28
4574,2012-10-04 20:15:21
4575,2016-01-25 15:25:51
4576,2014-01-04 15:33:24
4577,2015-10-05 04:38:26
4578,2015-02-20 17:48:14
4579,2013-09-06 17:31:00
4580,2015-03-05 07:24:27
4581,2013-11-03 21:05:53
4582,2012-12-12 20:15:54
4583,2014-12-27 20:18:32
4584,2014-10-13 00:30:57
4585,2014-07-31 09:40:10
4586,2014-08-17 23:24:22
4587,2013-10-11 23:26:13
4588,2013-03-11 14:28:46
4589,2014-06-13 20:56:06
4590,2014-02-20 08:46:10
4591,2013-02-07 19:08:46
4592,2015-12-26 14:48:02
4593,2013-11-13 23:50:29
4594,2015-12-11 16:48:42
4595,2016-02-02 23:27:44
4596,2012-07-21 08:33:40
4597,2015-09-09 04:12:22
4598,2015-06-26 12:30:17
4599,2015-04-22 20:32:35
4600,2012-10-07 03:12:19
4601,2015-02-26 11:27:21
4602,2014-06-06 14:42:46
4603,2014-05-14 01:26:57
4604,2012-10-12 06:33:39
4605,2015-08-13 14:16:07
4606,2014-07-04 16:07:53
4607,2014-07-05 02:38:06
4608,2015-05-13 11:39:23
4609,2014-01-04 08:44:38
4610,2015-12-10 11:06:30
4611,2014-03-12 23:32:18
4612,2013-11-12 01:54:03
4613,2013-11-17 04:19:59
4614,2014-10-16 16:01:01
4615,2015-06-19 04:49:47
4616,2015-06-27 07:53:40
4617,2014-10-16 16:06:04
4618,2016-02-11 12:23:03
4619,2015-01-29 18:18:07
4620,2013-08-25 14:36:50
4621,2015-01-02 15:59:16
4622,2013-01-29 05:33:21
4623,2015-12-21 18:57:52
4624,2015-05-11 21:32:53
4625,2013-03-27 02:07:27
4626,2013-04-27 04:13:23
4627,2014-09-04 12:17:21
4628,2014-05-20 04:01:40
4629,2013-05-07 02:54:16
4630,2014-02-27 00:51:14
4631,2012-11-21 15:21:32
4632,2012-11-06 07:39:17
4633,2013-04-19 10:56:04
4634,2015-05-23 09:07:11
4635,2013-05-16 01:42:57
4636,2012-09-03 04:46:28
4637,2016-01-06 21:43:29
4638,2012-12-25 07:00:14
4639,2013-07-07 00:59:18
4640,2014-01-21 18:43:04
4641,2015-10-28 08:17:41
4642,2013-07-14 14:47:25
4643,2014-05-27 07:26:03
4644,2015-01-20 13:55:00
4645,2014-02-13 06:55:09
4646,2015-09-13 00:02:24
4647,2012-10-03 22:43:25
4648,2013-05-25 12:05:53
4649,2012-10-26 08:27:47
4650,2015-11-15 05:36:34
4651,2014-01-27 10:06:21
4652,2012-10-24 15:56:07
4653,2013-09-17 10:26:56
4654,2012-09-21 05:09:35
4655,2013-01-08 03:36:10
4656,2015-06-21 05:19:35
4657,2015-12-01 17:19:09
4658,2015-03-23 22:38:04
4659,2015-05-11 18:49:20
4660,2016-01-06 07:13:09
4661,2015-06-22 04:18:28
4662,2014-08-21 05:31:45
4663,2013-08-23 03:42:38
4664,2013-09-24 03:00:12
4665,2014-09-19 19:10:33
4666,2015-01-28 00:24:54
4667,2013-04-24 08:50:45
4668,2014-09-21 14:16:10
4669,2015-11-22 06:10:15
4670,2015-06-12 17:14:54
4671,2014-10-05 22:36:03
4672,2013-07-23 01:31:14
4673,2015-10-08 16:23:09
4674,2014-01-06 19:15:49
4675,2014-05-16 15:02:03
4676,2015-08-07 04:18:27
4677,2014-10-22 04:01:40
4678,2015-10-21 00:39:57
4679,2014-05-31 12:30:03
4680,2013-01-08 02:12:20
4681,2015-12-11 21:56:56
4682,2015-09-17 06:38:28
4683,2012-11-14 22:11:23
4684,2013-12-08 09:53:51
4685,2015-10-14 23:20:13
4686,2015-01-28 21:54:09
4687,2015-12-20 12:39:16
4688,2015-06-29 17:01:51
4689,2014-05-30 13:28:22
4690,2014-04-17 13:48:20
4691,2014-10-01 13:29:08
4692,2016-01-25 05:45:24
4693,2013-04-29 14:58:21
4694,2016-01-17 06:16:43
4695,2015-04-27 15:21:34
4696,2013-08-19 12:40:19
4697,2015-07-13 03:30:35
4698,2015-09-20 07:40:59
4699,2014-10-16 08:15:55
4700,2012-07-29 12:42:44
4701,2015-12-04 17:44:29
4702,2013-10-02 11:53:33
4703,2015-04-08 05:34:32
4704,2016-01-10 17:00:10
4705,2015-10-23 14:06:14
4706,2012-11-16 22:18:14
4707,2015-08-23 21:36:00
4708,2012-09-19 19:14:35
4709,2015-04-19 03:19:39
4710,2015-10-16 01:34:53
4711,2015-10-23 05:28:29
4712,2013-07-26 01:21:31
4713,2015-07-27 07:59:47
4714,2015-03-25 04:38:25
4715,2015-08-07 13:32:42
4716,2013-05-21 00:18:51
4717,2014-03-09 23:07:22
4718,2015-09-22 10:04:34
4719,2014-05-02 16:22:58
4720,2014-01-23 18:36:55
4721,2014-05-20 17:15:43
4722,2014-07-25 12:57:36
4723,2013-03-14 18:56:13
4724,2015-11-03 06:42:18
4725,2014-04-06 06:45:31
4726,2014-10-22 22:04:31
4727,2012-08-23 17:57:50
4728,2013-04-13 09:35:28
4729,2014-02-12 03:04:53
4730,2014-03-04 01:21:23
4731,2012-08-26 22:19:02
4732,2015-09-14 19:37:07
4733,2014-10-08 06:39:50
4734,2016-01-08 14:38:29
4735,2013-04-25 21:43:48
4736,2014-09-26 18:35:47
4737,2012-08-23 09:05:49
4738,2012-12-15 14:36:32
4739,2012-12-17 01:23:32
4740,2015-05-23 18:46:11
4741,2015-03-03 05:27:35
4742,2015-01-18 12:55:02
4743,2014-05-25 22:29:14
4744,2015-08-11 01:39:52
4745,2014-10-21 12:31:42
4746,2015-02-22 06:37:36
4747,2012-12-05 04:29:54
4748,2014-08-13 13:30:15
4749,2015-07-21 05:34:57
4750,2014-08-25 17:30:44
4751,2015-07-30 10:50:05
4752,2015-05-09 13:19:10
4753,2013-02-05 05:35:02
4754,2013-02-07 10:56:15
4755,2014-06-07 12:04:38
4756,2012-12-13 03:08:44
4757,2013-04-24 14:42:26
4758,2015-02-18 08:23:09
4759,2016-01-21 20:53:21
4760,2014-06-02 16:43:15
4761,2015-08-03 05:56:48
4762,2013-02-19 22:17:14
4763,2013-11-17 08:55:23
4764,2013-03-31 04:55:24
4765,2013-03-11 12:13:49
4766,2013-10-06 17:02:31
4767,2013-06-24 07:16:13
4768,2014-11-05 16:15:02
4769,2013-06-08 20:25:53
4770,2015-12-29 13:01:46
4771,2016-01-14 00:38:18
4772,2013-06-19 17:57:53
4773,2014-02-13 15:15:16
4774,2015-11-11 14:10:44
4775,2013-07-09 21:48:37
4776,2015-04-28 20:35:38
4777,2012-09-30 01:44:53
4778,2016-02-19 04:10:36
4779,2015-04-21 12:31:35
4780,2015-09-22 09:51:09
4781,2014-08-18 09:33:44
4782,2014-02-13 18:59:47
4783,2013-05-11 10:31:09
4784,2012-10-02 04:26:34
4785,2015-06-21 10:03:14
4786,2014-09-17 14:43:26
4787,2013-05-25 13:09:38
4788,2012-08-19 00:13:24
4789,2014-08-26 20:50:52
4790,2014-10-09 17:20:39
4791,2015-03-28 02:36:08
4792,2013-07-29 20:38:43
4793,2013-04-20 19:04:18
4794,2012-12-31 21:44:49
4795,2015-05-01 11:15:07
4796,2012-07-18 08:03:21
4797,2013-09-03 06:25:26
4798,2013-07-16 12:50:01
4799,2015-11-11 07:31:56
4800,2014-04-05 19:31:29
4801,2014-05-11 09:42:14
4802,2015-08-22 06:25:52
4803,2014-05-02 14:35:20
4804,2015-04-15 05:49:51
4805,2012-12-16 19:45:02
4806,2015-08-15 18:16:01
4807,2015-04-17 07:50:46
4808,2014-02-27 00:38:30
4809,2016-01-24 11:24:43
4810,2014-05-09 05:42:54
4811,2015-08-08 04:09:43
4812,2013-09-03 00:14:47
4813,2014-10-01 15:20:53
4814,2014-12-05 18:19:03
4815,2013-08-09 14:36:59
4816,2015-06-03 21:48:51
4817,2015-06-26 03:48:17
4818,2013-11-28 23:20:34
4819,2015-08-09 11:07:51
4820,2015-11-22 04:05:49
4821,2013-11-23 02:14:16
4822,2013-05-25 13:12:20
4823,2012-12-02 15:37:09
4824,2012-08-02 15:14:35
4825,2013-02-18 17:52:00
4826,2014-06-10 10:09:31
4827,2014-08-14 05:46:29
4828,2015-07-31 09:18:10
4829,2013-11-27 13:51:50
4830,2013-10-15 20:12:00
4831,2013-01-15 06:42:05
4832,2014-01-11 09:38:40
4833,2013-07-15 09:19:50
4834,2014-02-27 17:32:47
4835,2012-12-25 09:15:34
4836,2014-11-15 11:31:55
4837,2013-04-17 02:27:48
4838,2014-09-28 15:59:08
4839,2014-01-29 00:21:23
4840,2012-11-19 04:34:48
4841,2015-12-10 09:46:37
4842,2015-01-06 03:18:02
4843,2013-02-19 00:43:49
4844,2012-12-26 09:53:06
4845,2013-07-02 03:29:49
4846,2015-06-20 07:26:31
4847,2015-06-22 04:56:10
4848,2015-05-11 18:28:51
4849,2013-01-28 01:44:03
4850,2013-12-08 01:51:37
4851,2014-12-04 20:16:27
4852,2015-06-06 11:07:54
4853,2013-01-26 05:49:12
4854,2014-11-23 03:33:47
4855,2013-01-29 03:28:36
4856,2015-08-05 10:08:12
4857,2015-03-27 08:51:39
4858,2012-09-24 00:01:40
4859,2015-08-20 16:09:52
4860,2015-10-17 01:46:30
4861,2013-12-09 21:44:13
4862,2013-10-25 11:31:25
4863,2013-01-02 01:45:11
4864,2013-02-19 18:32:16
4865,2012-12-22 18:53:02
4866,2014-04-19 09:04:02
4867,2015-09-16 15:19:12
4868,2012-11-18 10:53:24
4869,2015-06-17 14:15:16
4870,2014-03-13 07:14:19
4871,2016-01-22 04:44:33
4872,2015-11-23 03:24:32
4873,2015-10-09 19:42:44
4874,2015-01-05 21:22:54
4875,2016-02-16 12:56:56
4876,2015-05-28 11:00:19
4877,2013-04-11 00:35:44
4878,2013-12-25 12:49:42
4879,2015-04-30 01:49:43
4880,2014-02-16 15:09:31
4881,2015-09-11 10:56:08
4882,2013-10-31 16:49:51
4883,2012-12-13 03:24:25
4884,2013-07-01 02:58:36
4885,2013-02-24 19:36:57
4886,2013-06-16 13:23:49
4887,2014-04-18 06:04:22
4888,2014-07-07 22:24:53
4889,2013-07-10 00:40:30
4890,2014-01-04 02:09:59
4891,2013-12-13 20:26:55
4892,2015-04-09 16:49:23
4893,2012-10-06 09:56:10
4894,2014-06-20 08:14:20
4895,2012-09-30 00:57:48
4896,2012-08-30 10:19:01
4897,2016-01-26 14:03:20
4898,2014-01-26 08:15:31
4899,2012-10-03 18:47:15
4900,2014-05-13 03:46:47
4901,2014-07-29 17:56:36
4902,2014-04-29 20:29:49
4903,2015-04-28 15:58:42
4904,2012-07-18 05:43:29
4905,2012-12-01 01:18:09
4906,2014-08-13 00:05:10
4907,2012-12-16 11:16:58
4908,2015-07-29 02:42:18
4909,2015-07-18 19:40:58
4910,2013-10-23 02:50:24
4911,2014-10-22 10:08:42
4912,2015-03-21 17:10:16
4913,2013-02-09 18:37:22
4914,2013-08-09 19:16:34
4915,2014-05-17 18:16:39
4916,2012-12-02 16:30:10
4917,2014-02-14 16:13:18
4918,2015-01-09 03:49:20
4919,2015-06-06 07:29:52
4920,2012-10-16 16:08:06
4921,2013-08-18 17:24:12
4922,2016-01-20 11:30:20
4923,2012-11-10 16:05:58
4924,2014-03-14 11:47:39
4925,2013-07-31 18:15:13
4926,2014-10-31 14:20:06
4927,2014-01-13 11:35:22
4928,2014-01-16 04:51:20
4929,2013-07-01 23:08:46
4930,2014-12-09 08:45:46
4931,2015-04-16 01:38:32
4932,2015-06-22 14:25:38
4933,2013-03-23 07:16:35
4934,2015-05-16 10:27:09
4935,2012-11-13 20:40:19
4936,2012-07-28 08:54:30
4937,2013-06-01 04:29:09
4938,2015-03-17 14:32:28
4939,2014-03-22 20:20:45
4940,2013-05-22 09:49:19
4941,2015-07-17 14:53:17
4942,2015-01-03 23:25:11
